season,player,avg_impact,matches_played,avg_batting_z,avg_bowling_z,bowled_matches
2022.0,SW Billings,-0.29753603001409185,8,-0.46747854926946963,,0
2022.0,R Parag,-0.3218936118677901,16,-0.1699565943795265,-0.5510643625662928,4
2022.0,T Natarajan,-0.3263433769103782,11,2.6793213476515092e-17,-0.34681124410307357,11
2022.0,AT Rayudu,-0.3308618705669674,12,-0.43828413018344464,,0
2022.0,RD Gaikwad,-0.3417777467635227,14,-0.36830211984690864,,0
2022.0,MS Dhoni,-0.3542032150004506,13,-0.6116564707216503,,0
2022.0,MS Wade,-0.3580454055841486,10,-0.5450816775501799,,0
2022.0,Shahbaz Ahmed,-0.3620767561716171,16,-0.4711562875987341,-0.45446815300581805,14
2022.0,Ishan Kishan,-0.3675449479213762,14,-0.6369112139523193,,0
2022.0,F du Plessis,-0.37658730015967157,16,-0.416128422332143,,0
2022.0,Anuj Rawat,-0.38644422026946196,9,-0.6127514894874516,,0
2022.0,D Padikkal,-0.39211514605295994,17,-0.44477469745815995,,0
2022.0,RG Sharma,-0.39961741909124276,14,-0.491339886974112,,0
2022.0,KA Pollard,-0.4062306276828091,11,-0.9127380790027128,0.022335911345436846,6
2022.0,MP Stoinis,-0.4177660063139163,11,-0.23694161541832418,-0.5850433174937354,5
2022.0,V Kohli,-0.5355130375902369,16,-0.6672561542333609,,0
2022.0,S Dhawan,-0.5943710316360783,14,-0.7754528778861571,,0
2022.0,Mohammed Siraj,-0.6609540202118621,15,-0.20325949701880222,-0.7356580293389003,15
2022.0,VR Iyer,-0.674902229305352,12,-0.6530153445701655,-0.2997517201869044,4
2022.0,M Shahrukh Khan,-0.7475323458554348,8,-0.8685734274699438,,0
2022.0,KS Williamson,-0.8351050831729446,13,-1.1379425891613482,,0
2023.0,SA Yadav,1.0856208272350516,16,1.2880773644012167,,0
2023.0,H Klaasen,0.9838684062723633,11,1.0546370534968064,,0
2023.0,AM Rahane,0.8904914348166422,13,0.734876229471436,,0
2023.0,YBK Jaiswal,0.8414815713253417,14,0.9137854785390429,,0
2023.0,Shubman Gill,0.6977722757996074,17,0.8374457988389782,,0
2023.0,GJ Maxwell,0.6972470192955107,14,0.9668891770454936,0.3042758233868265,7
2023.0,F du Plessis,0.6224942663084295,14,0.7844659071908403,,0
2023.0,PD Salt,0.5585994035426335,9,0.5361753702949477,,0
2023.0,Mohammed Siraj,0.535384747850873,14,-0.021617567235414404,0.650217984454681,14
2023.0,MM Sharma,0.46829043600219455,14,-0.015953666094158773,0.40531644224929864,13
2023.0,Rashid Khan,0.46463764006317293,17,0.26180778570454405,0.3521004184628898,17
2023.0,MS Dhoni,0.4603357160692214,15,0.06292974991905524,,0
2023.0,RD Gaikwad,0.458999726900845,16,0.32149332969399314,,0
2023.0,RD Chahar,0.43711246848016716,14,-0.1405755338519469,0.6724797479721554,14
2023.0,N Pooran,0.43441102615771315,15,0.447099197879193,,0
2023.0,SV Samson,0.41228757351785694,14,0.3905209988712558,,0
2023.0,TA Boult,0.39830790377614567,10,-0.12929733465182522,0.5120006162726839,10
2023.0,Tilak Varma,0.3454731921579505,11,0.35668749459230453,0.2295603903087767,1
2023.0,M Markande,0.3391225702683239,10,-0.010172765830159214,0.5974862031089263,10
2023.0,R Tewatia,0.33628767570476337,13,-0.03546458892653734,0.24914875544283901,2
2023.0,Noor Ahmad,0.33223072384702707,13,-0.05832017968601828,0.4389625821051431,13
2023.0,YS Chahal,0.32148356662052996,14,2.6793213476515095e-17,0.4669964014642155,14
2023.0,V Shankar,0.31855771236335356,11,0.3348734020467439,,0
2023.0,S Dube,0.2989835722184758,14,0.3488739968139502,,0
2023.0,JJ Roy,0.2966558487626003,8,0.3919614101309621,,0
2023.0,Ishan Kishan,0.29496701747378967,16,0.14455274056965448,,0
2023.0,SO Hetmyer,0.2526451882942458,14,0.01998630487237522,,0
2023.0,Ravi Bishnoi,0.25048158072163856,14,-0.20298509739910078,0.4648509721878204,14
2023.0,Akash Madhwal,0.2477239853817589,8,2.6793213476515095e-17,0.3664726500861311,8
2023.0,R Ashwin,0.24767440775818897,13,-0.11474637162936872,0.7676942173020597,13
2023.0,N Wadhera,0.2380495089242544,11,0.061297947338953884,,0
2023.0,Sandeep Sharma,0.23358836983374062,12,-0.10351365717828347,0.40219826306458706,12
2023.0,PP Chawla,0.23343435194616635,16,-0.07165009759065254,0.3745003811745905,16
2023.0,Mohammed Shami,0.2318809934991547,17,-0.06273688563779783,0.4311305833757541,17
2023.0,M Theekshana,0.22961412718063695,13,2.6793213476515095e-17,0.29828350202037995,13
2023.0,M Pathirana,0.21430253587759981,12,2.6793213476515098e-17,0.27368973431116944,12
2023.0,Suyash Sharma,0.2079047123323817,11,2.6793213476515092e-17,0.3283750296032493,11
2023.0,RA Jadeja,0.20761155824304403,16,-0.17010654539007392,0.40050224725400746,16
2023.0,AR Patel,0.20631830001428378,14,-0.2561464574822837,0.8265837714907681,13
2023.0,JM Sharma,0.20047481576574647,14,0.23298134216368035,,0
2023.0,DA Miller,0.19949778870436327,15,-0.07339961831755257,,0
2023.0,Harpreet Brar,0.1955716669993537,12,-0.12983225446526217,0.6318029252323302,11
2023.0,NT Ellis,0.16701966428649773,11,-0.11395388235023259,0.2685796913495354,10
2023.0,C Green,0.15275401632314164,16,0.5309340710698188,-0.2956231048736721,16
2023.0,P Simran Singh,0.14511745984377042,14,0.2595068640797925,,0
2023.0,CV Varun,0.1388183183801182,14,-0.16520056208284362,0.3618448967995689,14
2023.0,J Little,0.13421701022979654,10,2.6793213476515095e-17,0.1367006181094637,10
2023.0,T Natarajan,0.1292615504281763,12,2.6793213476515098e-17,0.1522560907685261,12
2023.0,SP Narine,0.11974882219856942,14,-0.20601378678745258,0.5134890971015359,14
2023.0,K Gowtham,0.103835956094551,8,-0.06363593571407018,0.02422219261882127,6
2023.0,LS Livingstone,0.10078312039719939,9,0.5935023157617061,-1.0042233553822584,5
2023.0,M Shahrukh Khan,0.09703691447392009,12,0.0501884782512012,,0
2023.0,TH David,0.09012778888442519,15,0.007843414617775057,,0
2023.0,Kuldeep Yadav,0.08442352367771767,14,-0.4787005911679417,0.7650995139258757,14
