season,bowler,pp_balls,pp_runs,pp_wickets,pp_economy,death_balls,death_runs,death_wickets,death_economy,total_balls,total_runs,total_wickets,total_economy
2010,FY Fazal,0.0,0.0,0.0,0.0,12.0,20.0,0.0,10.0,12,20,0.0,10.0
2010,Harbhajan Singh,78.0,96.0,3.0,7.3846,46.0,52.0,4.0,6.7826,322,385,15.0,7.1739
2010,Harmeet Singh,30.0,55.0,2.0,11.0,48.0,45.0,5.0,5.625,144,177,8.0,7.375
2010,I Sharma,84.0,127.0,2.0,9.0714,49.0,91.0,3.0,11.1429,151,242,7.0,9.6159
2010,IK Pathan,108.0,159.0,3.0,8.8333,86.0,170.0,8.0,11.8605,278,435,15.0,9.3885
2010,Iqbal Abdulla,0.0,0.0,0.0,0.0,12.0,11.0,1.0,5.5,51,62,1.0,7.2941
2010,J Theron,37.0,59.0,0.0,9.5676,66.0,86.0,3.0,7.8182,145,195,6.0,8.069
2010,JA Morkel,108.0,164.0,4.0,9.1111,70.0,103.0,4.0,8.8286,286,410,11.0,8.6014
2010,JD Unadkat,24.0,45.0,0.0,11.25,14.0,23.0,1.0,9.8571,62,85,4.0,8.2258
2010,JH Kallis,91.0,119.0,4.0,7.8462,84.0,141.0,4.0,10.0714,343,484,13.0,8.4665
2010,JM Kemp,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,44,58,3.0,7.9091
2010,JP Duminy,0.0,0.0,0.0,0.0,3.0,6.0,0.0,12.0,33,37,1.0,6.7273
2010,Jaskaran Singh,44.0,53.0,2.0,7.2273,26.0,59.0,3.0,13.6154,88,142,6.0,9.6818
2010,Joginder Sharma,20.0,39.0,0.0,11.7,12.0,20.0,1.0,10.0,50,89,2.0,10.68
2010,K Goel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,0.0,7.0
2010,KA Pollard,12.0,22.0,0.0,11.0,36.0,55.0,3.0,9.1667,223,276,15.0,7.426
2010,KAJ Roach,18.0,20.0,0.0,6.6667,19.0,44.0,0.0,13.8947,49,80,0.0,9.7959
2010,KP Appanna,0.0,0.0,0.0,0.0,6.0,13.0,0.0,13.0,42,51,1.0,7.2857
2010,KP Pietersen,0.0,0.0,0.0,0.0,6.0,10.0,1.0,10.0,60,77,3.0,7.7
2010,Kamran Khan,30.0,42.0,3.0,8.4,0.0,0.0,0.0,0.0,36,53,3.0,8.8333
2010,L Ablish,12.0,26.0,0.0,13.0,12.0,11.0,3.0,5.5,24,37,3.0,9.25
2010,L Balaji,49.0,67.0,3.0,8.2041,38.0,81.0,2.0,12.7895,141,214,7.0,9.1064
2010,LR Shukla,12.0,25.0,0.0,12.5,24.0,38.0,1.0,9.5,72,108,3.0,9.0
2010,M Kartik,30.0,41.0,3.0,8.2,54.0,67.0,3.0,7.4444,235,261,9.0,6.6638
2010,M Morkel,18.0,33.0,0.0,11.0,6.0,13.0,0.0,13.0,42,66,0.0,9.4286
2010,M Muralitharan,24.0,24.0,0.0,6.0,72.0,85.0,7.0,7.0833,288,346,15.0,7.2083
2010,MB Parmar,6.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,18,33,0.0,11.0
2010,MC Henriques,0.0,0.0,0.0,0.0,12.0,23.0,0.0,11.5,24,35,1.0,8.75
2010,MF Maharoof,108.0,152.0,6.0,8.4444,25.0,38.0,2.0,9.12,145,210,8.0,8.6897
2010,MK Tiwary,0.0,0.0,0.0,0.0,6.0,11.0,1.0,11.0,6,11,1.0,11.0
2010,MM Patel,48.0,89.0,0.0,11.125,12.0,10.0,1.0,5.0,78,118,3.0,9.0769
2010,MR Marsh,24.0,40.0,1.0,10.0,19.0,32.0,1.0,10.1053,61,89,2.0,8.7541
2010,MS Gony,42.0,81.0,1.0,11.5714,0.0,0.0,0.0,0.0,48,92,1.0,11.5
2010,ND Doshi,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,24,17,1.0,4.25
2010,NLTC Perera,0.0,0.0,0.0,0.0,6.0,19.0,0.0,19.0,6,19,0.0,19.0
2010,P Kumar,168.0,210.0,4.0,7.5,84.0,161.0,6.0,11.5,270,392,10.0,8.7111
2010,PD Collingwood,0.0,0.0,0.0,0.0,23.0,21.0,3.0,5.4783,89,101,5.0,6.809
2010,PJ Sangwan,56.0,76.0,0.0,8.1429,30.0,52.0,2.0,10.4,188,260,9.0,8.2979
2010,PP Chawla,36.0,34.0,2.0,5.6667,48.0,65.0,3.0,8.125,294,371,12.0,7.5714
2010,PP Ojha,30.0,28.0,2.0,5.6,36.0,77.0,3.0,12.8333,354,439,21.0,7.4407
2010,Pankaj Singh,18.0,14.0,1.0,4.6667,6.0,12.0,0.0,12.0,48,83,2.0,10.375
2010,R Ashwin,132.0,115.0,6.0,5.2273,60.0,87.0,1.0,8.7,288,308,12.0,6.4167
2010,R Bhatia,12.0,25.0,0.0,12.5,6.0,8.0,0.0,8.0,96,136,3.0,8.5
2010,R McLaren,96.0,127.0,2.0,7.9375,43.0,72.0,1.0,10.0465,205,281,4.0,8.2244
2010,R Sathish,0.0,0.0,0.0,0.0,6.0,21.0,0.0,21.0,48,81,2.0,10.125
2010,R Sharma,6.0,3.0,0.0,3.0,22.0,53.0,0.0,14.4545,124,170,5.0,8.2258
2010,R Vinay Kumar,84.0,99.0,3.0,7.0714,93.0,165.0,5.0,10.6452,279,404,16.0,8.6882
2010,RE van der Merwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,27,2.0,6.75
2010,RG Sharma,36.0,57.0,0.0,9.5,12.0,24.0,1.0,12.0,114,159,2.0,8.3684
2010,RJ Harris,96.0,80.0,5.0,5.0,64.0,127.0,8.0,11.9062,184,239,14.0,7.7935
2010,RP Singh,120.0,172.0,3.0,8.6,84.0,167.0,7.0,11.9286,252,385,13.0,9.1667
2010,RR Powar,67.0,74.0,1.0,6.6269,6.0,3.0,0.0,3.0,139,163,2.0,7.036
2010,RS Bopara,0.0,0.0,0.0,0.0,18.0,34.0,2.0,11.3333,78,132,5.0,10.1538
2010,RS Gavaskar,0.0,0.0,0.0,0.0,6.0,8.0,0.0,8.0,6,8,0.0,8.0
2010,S Ladda,12.0,21.0,1.0,10.5,30.0,58.0,3.0,11.6,90,144,4.0,9.6
2010,S Narwal,54.0,89.0,3.0,9.8889,18.0,59.0,2.0,19.6667,94,186,5.0,11.8723
2010,S Sreesanth,90.0,119.0,3.0,7.9333,12.0,17.0,0.0,8.5,121,191,3.0,9.4711
2010,S Sriram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,0.0,12.0
2010,S Tyagi,54.0,91.0,0.0,10.1111,13.0,32.0,0.0,14.7692,97,161,1.0,9.9588
2010,SB Jakati,6.0,2.0,0.0,2.0,36.0,58.0,3.0,9.6667,228,300,13.0,7.8947
2010,SB Wagh,6.0,16.0,1.0,16.0,0.0,0.0,0.0,0.0,6,16,1.0,16.0
2010,SC Ganguly,6.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,24,43,0.0,10.75
2010,SE Bond,90.0,95.0,4.0,6.3333,54.0,87.0,2.0,9.6667,186,225,9.0,7.2581
2010,SJ Srivastava,90.0,131.0,4.0,8.7333,24.0,42.0,1.0,10.5,162,257,6.0,9.5185
2010,SK Raina,0.0,0.0,0.0,0.0,42.0,58.0,1.0,8.2857,143,181,6.0,7.5944
2010,SK Trivedi,18.0,20.0,1.0,6.6667,58.0,89.0,4.0,9.2069,214,266,11.0,7.4579
2010,SK Warne,12.0,24.0,0.0,12.0,30.0,47.0,3.0,9.4,300,389,11.0,7.78
2010,SL Malinga,120.0,144.0,6.0,7.2,108.0,135.0,8.0,7.5,294,360,15.0,7.3469
2010,SR Watson,66.0,88.0,4.0,8.0,42.0,78.0,2.0,11.1429,132,185,6.0,8.4091
2010,ST Jayasuriya,0.0,0.0,0.0,0.0,12.0,20.0,0.0,10.0,54,68,2.0,7.5556
2010,STR Binny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,0.0,9.0
2010,SW Tait,78.0,112.0,2.0,8.6154,80.0,107.0,7.0,8.025,188,274,10.0,8.7447
2010,T Thushara,30.0,25.0,1.0,5.0,34.0,58.0,3.0,10.2353,89,103,5.0,6.9438
2010,TL Suman,0.0,0.0,0.0,0.0,7.0,16.0,0.0,13.7143,13,24,0.0,11.0769
2010,TM Dilshan,0.0,0.0,0.0,0.0,19.0,22.0,1.0,6.9474,49,70,3.0,8.5714
2010,UT Yadav,43.0,61.0,1.0,8.5116,37.0,48.0,2.0,7.7838,146,192,6.0,7.8904
2010,V Kohli,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,33,51,0.0,9.2727
2010,V Sehwag,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,34,23,3.0,4.0588
2010,VRV Singh,6.0,12.0,0.0,12.0,7.0,15.0,0.0,12.8571,19,41,0.0,12.9474
2010,VS Malik,19.0,22.0,0.0,6.9474,1.0,4.0,0.0,24.0,44,66,1.0,9.0
2010,VY Mahesh,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,18,23,1.0,7.6667
2010,WPUJC Vaas,90.0,79.0,8.0,5.2667,18.0,26.0,1.0,8.6667,132,147,9.0,6.6818
2010,Y Nagar,6.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,18,28,1.0,9.3333
2010,Y Venugopal Rao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,0.0,10.0
2010,YA Abdulla,6.0,11.0,0.0,11.0,11.0,24.0,0.0,13.0909,41,67,1.0,9.8049
2010,YK Pathan,84.0,99.0,2.0,7.0714,24.0,26.0,1.0,6.5,204,254,5.0,7.4706
2010,Yuvraj Singh,0.0,0.0,0.0,0.0,24.0,32.0,2.0,8.0,138,155,5.0,6.7391
2010,Z Khan,144.0,190.0,4.0,7.9167,92.0,139.0,8.0,9.0652,291,388,15.0,8.0
2011,A Mishra,12.0,15.0,0.0,7.5,92.0,126.0,8.0,8.2174,322,369,19.0,6.8758
2011,A Mithun,31.0,45.0,0.0,8.7097,54.0,91.0,3.0,10.1111,212,325,5.0,9.1981
2011,A Singh,90.0,111.0,2.0,7.4,45.0,59.0,6.0,7.8667,171,222,9.0,7.7895
2011,A Symonds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,41,1.0,10.25
2011,AA Chavan,24.0,26.0,0.0,6.5,0.0,0.0,0.0,0.0,30,31,0.0,6.2
2011,AA Jhunjhunwala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,22,0.0,11.0
2011,AA Kazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,21,0.0,10.5
2011,AB Agarkar,12.0,21.0,0.0,10.5,54.0,96.0,3.0,10.6667,162,236,8.0,8.7407
2011,AB Dinda,68.0,95.0,3.0,8.3824,24.0,55.0,1.0,13.75,104,159,5.0,9.1731
2011,AB McDonald,6.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,12,23,0.0,11.5
2011,AC Thomas,132.0,141.0,6.0,6.4091,82.0,143.0,2.0,10.4634,232,300,11.0,7.7586
2011,AG Murtaza,48.0,31.0,0.0,3.875,12.0,32.0,0.0,16.0,120,122,3.0,6.1
2011,AJ Finch,0.0,0.0,0.0,0.0,6.0,5.0,0.0,5.0,12,13,0.0,6.5
2011,AL Menaria,42.0,53.0,1.0,7.5714,18.0,38.0,0.0,12.6667,90,121,2.0,8.0667
2011,AM Nayar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,95,2.0,9.3443
2011,AM Salvi,18.0,21.0,1.0,7.0,18.0,29.0,2.0,9.6667,48,67,3.0,8.375
2011,AN Ahmed,48.0,76.0,3.0,9.5,25.0,33.0,2.0,7.92,121,178,5.0,8.8264
2011,AS Raut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,0.0,8.0
2011,AUK Pathan,0.0,0.0,0.0,0.0,9.0,14.0,0.0,9.3333,33,49,0.0,8.9091
2011,Anand Rajan,6.0,11.0,0.0,11.0,18.0,34.0,3.0,11.3333,30,50,3.0,10.0
2011,B Akhil,0.0,0.0,0.0,0.0,7.0,18.0,0.0,15.4286,13,22,0.0,10.1538
2011,B Chipli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,20,0.0,20.0
2011,B Kumar,36.0,28.0,0.0,4.6667,0.0,0.0,0.0,0.0,67,68,3.0,6.0896
2011,B Lee,151.0,176.0,1.0,6.9934,111.0,158.0,3.0,8.5405,274,349,5.0,7.6423
2011,BA Bhatt,60.0,68.0,3.0,6.8,48.0,71.0,2.0,8.875,167,233,9.0,8.3713
2011,BJ Hodge,0.0,0.0,0.0,0.0,6.0,3.0,1.0,3.0,66,77,7.0,7.0
2011,Bipul Sharma,24.0,23.0,1.0,5.75,6.0,10.0,0.0,10.0,72,80,3.0,6.6667
2011,CH Gayle,36.0,41.0,1.0,6.8333,49.0,70.0,4.0,8.5714,218,262,8.0,7.211
2011,CK Langeveldt,37.0,39.0,2.0,6.3243,18.0,25.0,2.0,8.3333,67,92,5.0,8.2388
2011,DB Ravi Teja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,0.0,9.0
2011,DE Bollinger,138.0,187.0,4.0,8.1304,133.0,144.0,11.0,6.4962,283,343,17.0,7.2721
2011,DJ Bravo,6.0,10.0,0.0,10.0,12.0,25.0,1.0,12.5,120,159,6.0,7.95
2011,DJ Hussey,6.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,18,38,1.0,12.6667
2011,DL Vettori,48.0,48.0,2.0,6.0,52.0,65.0,3.0,7.5,310,315,12.0,6.0968
2011,DP Nannes,12.0,16.0,1.0,8.0,6.0,6.0,1.0,6.0,24,31,2.0,7.75
2011,DS Kulkarni,42.0,44.0,1.0,6.2857,30.0,45.0,1.0,9.0,120,156,5.0,7.8
2011,DT Christian,66.0,83.0,3.0,7.5455,35.0,74.0,3.0,12.6857,275,357,11.0,7.7891
2011,DW Steyn,141.0,139.0,6.0,5.9149,88.0,120.0,7.0,8.1818,277,304,14.0,6.5848
2011,Harbhajan Singh,114.0,119.0,5.0,6.2632,60.0,73.0,6.0,7.3,318,373,13.0,7.0377
2011,Harmeet Singh,12.0,6.0,2.0,3.0,7.0,15.0,0.0,12.8571,43,53,3.0,7.3953
2011,I Malhotra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,23,0.0,23.0
2011,I Sharma,176.0,173.0,11.0,5.8977,63.0,111.0,0.0,10.5714,269,324,11.0,7.2268
2011,IK Pathan,168.0,186.0,7.0,6.6429,60.0,99.0,1.0,9.9,276,353,11.0,7.6739
2011,Iqbal Abdulla,126.0,110.0,8.0,5.2381,42.0,56.0,1.0,8.0,300,313,16.0,6.26
2011,J Botha,72.0,92.0,3.0,7.6667,30.0,32.0,3.0,6.4,216,242,7.0,6.7222
2011,J Syed Mohammad,18.0,14.0,1.0,4.6667,18.0,33.0,1.0,11.0,90,128,5.0,8.5333
2011,JA Morkel,175.0,245.0,6.0,8.4,42.0,78.0,6.0,11.1429,271,390,15.0,8.6347
2011,JD Ryder,0.0,0.0,0.0,0.0,14.0,30.0,1.0,12.8571,92,119,4.0,7.7609
2011,JD Unadkat,48.0,72.0,2.0,9.0,24.0,40.0,2.0,10.0,108,151,6.0,8.3889
2011,JDP Oram,24.0,46.0,1.0,11.5,0.0,0.0,0.0,0.0,24,46,1.0,11.5
2011,JE Taylor,49.0,51.0,0.0,6.2449,51.0,96.0,6.0,11.2941,118,167,6.0,8.4915
2011,JEC Franklin,0.0,0.0,0.0,0.0,18.0,33.0,3.0,11.0,63,99,3.0,9.4286
2011,JH Kallis,30.0,41.0,1.0,8.2,42.0,62.0,3.0,8.8571,144,170,7.0,7.0833
2011,JJ van der Wath,32.0,41.0,0.0,7.6875,24.0,49.0,2.0,12.25,74,134,3.0,10.8649
2011,JP Duminy,48.0,54.0,2.0,6.75,6.0,11.0,0.0,11.0,108,149,4.0,8.2778
2011,JP Faulkner,12.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,12,10,1.0,5.0
2011,JR Hopes,0.0,0.0,0.0,0.0,48.0,77.0,3.0,9.625,192,277,7.0,8.6562
2011,Joginder Sharma,6.0,9.0,0.0,9.0,6.0,17.0,0.0,17.0,18,34,0.0,11.3333
2011,KA Pollard,12.0,22.0,1.0,11.0,46.0,76.0,3.0,9.913,257,367,10.0,8.5681
2011,KMDN Kulasekara,18.0,26.0,1.0,8.6667,0.0,0.0,0.0,0.0,18,26,1.0,8.6667
2011,Kamran Khan,12.0,37.0,0.0,18.5,0.0,0.0,0.0,0.0,18,47,0.0,15.6667
2011,L Ablish,0.0,0.0,0.0,0.0,6.0,8.0,0.0,8.0,18,39,0.0,13.0
2011,L Balaji,96.0,124.0,2.0,7.75,98.0,158.0,4.0,9.6735,268,383,10.0,8.5746
2011,LRPL Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,11,0.0,11.0
2011,M Kartik,37.0,42.0,1.0,6.8108,18.0,33.0,0.0,11.0,128,170,1.0,7.9688
2011,M Manhas,0.0,0.0,0.0,0.0,6.0,8.0,0.0,8.0,42,42,0.0,6.0
2011,M Morkel,135.0,174.0,4.0,7.7333,61.0,82.0,7.0,8.0656,262,336,13.0,7.6947
2011,M Muralitharan,24.0,16.0,0.0,4.0,23.0,41.0,1.0,10.6957,114,145,2.0,7.6316
2011,MK Tiwary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,23,0.0,11.5
2011,MM Patel,162.0,151.0,10.0,5.5926,74.0,127.0,8.0,10.2973,326,377,22.0,6.9387
2011,MR Marsh,12.0,26.0,0.0,13.0,24.0,25.0,5.0,6.25,85,102,7.0,7.2
2011,MS Gony,12.0,28.0,1.0,14.0,6.0,14.0,1.0,14.0,54,86,4.0,9.5556
2011,ND Doshi,18.0,32.0,1.0,10.6667,6.0,10.0,0.0,10.0,32,62,1.0,11.625
2011,NJ Rimmington,12.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,18,20,0.0,6.6667
2011,NL McCullum,12.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,30,35,0.0,7.0
2011,NLTC Perera,12.0,19.0,0.0,9.5,18.0,26.0,1.0,8.6667,84,114,2.0,8.1429
2011,P Kumar,210.0,236.0,6.0,6.7429,18.0,44.0,2.0,14.6667,276,353,10.0,7.6739
2011,P Parameswaran,25.0,57.0,1.0,13.68,21.0,28.0,2.0,8.0,95,137,4.0,8.6526
2011,P Prasanth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18,0.0,18.0
2011,PC Valthaty,0.0,0.0,0.0,0.0,19.0,31.0,2.0,9.7895,145,191,7.0,7.9034
2011,PP Chawla,6.0,12.0,0.0,12.0,38.0,56.0,3.0,8.8421,248,340,16.0,8.2258
2011,PP Ojha,36.0,48.0,1.0,8.0,47.0,74.0,4.0,9.4468,221,281,10.0,7.629
2011,Pankaj Singh,6.0,12.0,0.0,12.0,6.0,12.0,0.0,12.0,12,24,0.0,12.0
2011,R Ashwin,168.0,166.0,12.0,5.9286,84.0,116.0,2.0,8.2857,378,398,20.0,6.3175
2011,R Bhatia,0.0,0.0,0.0,0.0,18.0,26.0,0.0,8.6667,192,213,8.0,6.6562
2011,R McLaren,24.0,28.0,1.0,7.0,32.0,54.0,2.0,10.125,110,182,5.0,9.9273
2011,R Ninan,0.0,0.0,0.0,0.0,6.0,16.0,0.0,16.0,36,65,3.0,10.8333
2011,R Sathish,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,31,41,0.0,7.9355
2011,R Sharma,30.0,32.0,1.0,6.4,60.0,55.0,4.0,5.5,300,278,16.0,5.56
2011,R Vinay Kumar,90.0,92.0,5.0,6.1333,64.0,117.0,5.0,10.9688,268,345,12.0,7.7239
2011,RA Jadeja,18.0,30.0,1.0,10.0,66.0,77.0,1.0,7.0,252,307,7.0,7.3095
2011,RE van der Merwe,6.0,14.0,0.0,14.0,11.0,11.0,3.0,6.0,89,94,5.0,6.3371
2011,RG Sharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,53,0.0,13.25
2011,RJ Harris,120.0,159.0,4.0,7.95,114.0,172.0,10.0,9.0526,282,401,16.0,8.5319
2011,RN ten Doeschate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,0.0,7.0
2011,RP Singh,198.0,225.0,8.0,6.8182,54.0,68.0,1.0,7.5556,300,365,13.0,7.3
2011,RR Powar,6.0,20.0,0.0,20.0,18.0,32.0,2.0,10.6667,72,112,2.0,9.3333
2011,RV Gomez,0.0,0.0,0.0,0.0,6.0,20.0,1.0,20.0,90,125,5.0,8.3333
2011,RW Price,6.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,18,33,0.0,11.0
2011,S Aravind,144.0,164.0,8.0,6.8333,66.0,112.0,10.0,10.1818,276,377,21.0,8.1957
2011,S Dhawan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,1.0,6.0
2011,S Ladda,0.0,0.0,0.0,0.0,6.0,14.0,0.0,14.0,25,42,0.0,10.08
2011,S Nadeem,0.0,0.0,0.0,0.0,12.0,26.0,0.0,13.0,114,145,4.0,7.6316
2011,S Rana,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,4,2,0.0,3.0
2011,S Randiv,12.0,21.0,0.0,10.5,18.0,27.0,3.0,9.0,174,223,6.0,7.6897
2011,S Sreesanth,135.0,134.0,7.0,5.9556,29.0,49.0,0.0,10.1379,196,212,7.0,6.4898
2011,S Sriram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,25,0.0,25.0
2011,SB Jakati,6.0,11.0,0.0,11.0,31.0,42.0,0.0,8.129,266,338,10.0,7.6241
2011,SB Styris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,13,0.0,13.0
2011,SB Wagh,84.0,104.0,3.0,7.4286,12.0,27.0,1.0,13.5,96,131,4.0,8.1875
2011,SJ Srivastava,42.0,80.0,1.0,11.4286,31.0,46.0,4.0,8.9032,121,187,8.0,9.2727
2011,SK Raina,0.0,0.0,0.0,0.0,33.0,55.0,3.0,10.0,165,209,4.0,7.6
2011,SK Trivedi,38.0,70.0,1.0,11.0526,64.0,96.0,7.0,9.0,217,307,10.0,8.4885
2011,SK Warne,18.0,31.0,0.0,10.3333,36.0,33.0,3.0,5.5,282,298,13.0,6.3404
2011,SL Malinga,144.0,131.0,6.0,5.4583,140.0,156.0,15.0,6.6857,381,393,28.0,6.189
2011,SR Watson,90.0,94.0,3.0,6.2667,61.0,75.0,3.0,7.377,217,248,6.0,6.8571
2011,SS Mundhe,6.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,6,6,1.0,6.0
2011,STR Binny,0.0,0.0,0.0,0.0,6.0,14.0,0.0,14.0,24,44,0.0,11.0
2011,SW Tait,51.0,61.0,3.0,7.1765,25.0,40.0,3.0,9.6,95,137,6.0,8.6526
2011,Shakib Al Hasan,36.0,43.0,1.0,7.1667,27.0,35.0,4.0,7.7778,153,177,11.0,6.9412
2011,TG Southee,48.0,60.0,1.0,7.5,42.0,73.0,1.0,10.4286,114,167,4.0,8.7895
2011,TL Suman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,50,0.0,8.3333
2011,TM Dilshan,24.0,35.0,0.0,8.75,6.0,9.0,0.0,9.0,72,108,1.0,9.0
2011,UT Yadav,38.0,78.0,0.0,12.3158,12.0,18.0,0.0,9.0,110,172,2.0,9.3818
2011,V Kohli,0.0,0.0,0.0,0.0,13.0,18.0,0.0,8.3077,104,140,2.0,8.0769
2011,VR Aaron,18.0,15.0,1.0,5.0,18.0,28.0,0.0,9.3333,72,83,2.0,6.9167
2011,VS Malik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,14,0.0,7.0
2011,WD Parnell,84.0,114.0,3.0,8.1429,62.0,76.0,6.0,7.3548,176,222,9.0,7.5682
2011,Y Gnaneswara Rao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,0.0,7.0
2011,Y Nagar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,67,1.0,12.1818
2011,Y Venugopal Rao,6.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,12,26,0.0,13.0
2011,YK Pathan,54.0,60.0,3.0,6.6667,12.0,10.0,0.0,5.0,234,244,13.0,6.2564
2011,Yuvraj Singh,0.0,0.0,0.0,0.0,24.0,39.0,2.0,9.75,175,193,9.0,6.6171
2011,Z Khan,198.0,227.0,6.0,6.8788,120.0,174.0,7.0,8.7,354,465,14.0,7.8814
2012,A Ashish Reddy,6.0,20.0,0.0,20.0,74.0,124.0,8.0,10.0541,165,238,11.0,8.6545
2012,A Chandila,42.0,41.0,4.0,5.8571,0.0,0.0,0.0,0.0,84,87,5.0,6.2143
2012,A Mishra,0.0,0.0,0.0,0.0,42.0,66.0,1.0,9.4286,284,381,13.0,8.0493
2012,A Mithun,12.0,18.0,0.0,9.0,6.0,16.0,0.0,16.0,18,34,0.0,11.3333
2012,A Nehra,114.0,163.0,1.0,8.5789,86.0,143.0,6.0,9.9767,290,411,11.0,8.5034
2012,A Singh,108.0,141.0,4.0,7.8333,83.0,172.0,6.0,12.4337,197,317,10.0,9.6548
2012,AA Chavan,72.0,85.0,3.0,7.0833,14.0,32.0,3.0,13.7143,164,245,7.0,8.9634
2012,AA Jhunjhunwala,18.0,25.0,0.0,8.3333,0.0,0.0,0.0,0.0,36,39,1.0,6.5
2012,AB Agarkar,6.0,15.0,0.0,15.0,14.0,25.0,1.0,10.7143,86,134,3.0,9.3488
2012,AB Dinda,79.0,84.0,4.0,6.3797,55.0,69.0,5.0,7.5273,148,171,9.0,6.9324
2012,AB McDonald,12.0,15.0,1.0,7.5,6.0,1.0,1.0,1.0,60,63,5.0,6.3
2012,AC Thomas,49.0,55.0,1.0,6.7347,30.0,50.0,2.0,10.0,85,116,3.0,8.1882
2012,AD Mascarenhas,36.0,36.0,4.0,6.0,24.0,39.0,2.0,9.75,96,110,7.0,6.875
2012,AD Mathews,12.0,30.0,0.0,15.0,24.0,32.0,2.0,8.0,156,195,7.0,7.5
2012,AD Russell,25.0,25.0,0.0,6.0,18.0,40.0,0.0,13.3333,97,162,1.0,10.0206
2012,AG Murtaza,12.0,11.0,0.0,5.5,0.0,0.0,0.0,0.0,12,11,0.0,5.5
2012,AL Menaria,6.0,2.0,0.0,2.0,2.0,10.0,0.0,30.0,20,23,1.0,6.9
2012,AM Nayar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16,0.0,16.0
2012,AN Ahmed,12.0,17.0,0.0,8.5,0.0,0.0,0.0,0.0,12,17,0.0,8.5
2012,AUK Pathan,0.0,0.0,0.0,0.0,6.0,14.0,0.0,14.0,6,14,0.0,14.0
2012,Anand Rajan,12.0,21.0,0.0,10.5,12.0,33.0,1.0,16.5,72,113,3.0,9.4167
2012,Ankit Sharma,66.0,48.0,3.0,4.3636,13.0,26.0,0.0,12.0,145,167,4.0,6.9103
2012,Azhar Mahmood,42.0,44.0,2.0,6.2857,102.0,159.0,7.0,9.3529,258,331,14.0,7.6977
2012,B Kumar,91.0,118.0,3.0,7.7802,54.0,68.0,3.0,7.5556,235,293,8.0,7.4809
2012,B Lee,133.0,169.0,2.0,7.6241,79.0,121.0,3.0,9.1899,230,303,7.0,7.9043
2012,BA Bhatt,30.0,39.0,1.0,7.8,16.0,27.0,0.0,10.125,100,143,2.0,8.58
2012,BJ Hodge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,22,1.0,11.0
2012,BW Hilfenhaus,144.0,148.0,8.0,6.1667,44.0,71.0,5.0,9.6818,206,242,14.0,7.0485
