batter,bowler,balls_faced,runs_scored,boundaries,dismissals,strike_rate,boundary_rate,dismissal_prob
V Kohli,I Sharma,21,36,5,1,171.4,23.8,4.76
V Kohli,JC Archer,37,62,11,1,167.6,29.7,2.7
V Kohli,JD Unadkat,40,48,5,1,120.0,12.5,2.5
V Kohli,JJ Bumrah,30,44,5,2,146.7,16.7,6.67
V Kohli,K Rabada,23,38,6,1,165.2,26.1,4.35
V Kohli,KH Pandya,55,58,4,0,105.5,7.3,0.0
V Kohli,KK Ahmed,28,40,5,0,142.9,17.9,0.0
V Kohli,Kuldeep Yadav,29,38,4,0,131.0,13.8,0.0
V Kohli,LH Ferguson,21,24,3,0,114.3,14.3,0.0
V Kohli,M Theekshana,22,28,2,0,127.3,9.1,0.0
V Kohli,MA Starc,31,59,9,0,190.3,29.0,0.0
V Kohli,MJ Santner,32,43,7,1,134.4,21.9,3.12
V Kohli,Mohammed Shami,54,75,12,1,138.9,22.2,1.85
V Kohli,Noor Ahmad,44,63,9,2,143.2,20.5,4.55
V Kohli,PVD Chameera,20,18,2,2,90.0,10.0,10.0
V Kohli,PWH de Silva,20,27,2,0,135.0,10.0,0.0
V Kohli,R Ashwin,24,21,0,0,87.5,0.0,0.0
V Kohli,R Sai Kishore,24,27,2,0,112.5,8.3,0.0
V Kohli,RA Jadeja,47,56,7,0,119.1,14.9,0.0
V Kohli,RD Chahar,34,37,2,0,108.8,5.9,0.0
V Kohli,Rashid Khan,60,88,9,1,146.7,15.0,1.67
V Kohli,Ravi Bishnoi,34,25,0,2,73.5,0.0,5.88
V Kohli,SM Curran,42,70,10,2,166.7,23.8,4.76
V Kohli,SP Narine,35,37,2,2,105.7,5.7,5.71
V Kohli,Sandeep Sharma,36,68,10,0,188.9,27.8,0.0
V Kohli,T Natarajan,31,65,10,0,209.7,32.3,0.0
V Kohli,TA Boult,51,69,11,1,135.3,21.6,1.96
V Kohli,YS Chahal,47,63,6,1,134.0,12.8,2.13
V Kohli,Yash Dayal,26,48,8,0,184.6,30.8,0.0
V Shankar,Kuldeep Yadav,24,31,3,1,129.2,12.5,4.17
VR Iyer,AR Patel,23,26,3,2,113.0,13.0,8.7
VR Iyer,B Kumar,36,49,8,0,136.1,22.2,0.0
VR Iyer,HV Patel,28,30,3,2,107.1,10.7,7.14
VR Iyer,JJ Bumrah,27,33,5,2,122.2,18.5,7.41
VR Iyer,Mohammed Siraj,34,31,4,0,91.2,11.8,0.0
VR Iyer,NT Ellis,20,33,5,0,165.0,25.0,0.0
VR Iyer,PP Chawla,22,18,1,1,81.8,4.5,4.55
VR Iyer,R Ashwin,31,36,3,0,116.1,9.7,0.0
VR Iyer,RD Chahar,25,26,3,1,104.0,12.0,4.0
VR Iyer,Rashid Khan,28,32,2,1,114.3,7.1,3.57
VR Iyer,Ravi Bishnoi,28,33,4,1,117.9,14.3,3.57
VR Iyer,TA Boult,21,19,1,0,90.5,4.8,0.0
VR Iyer,YS Chahal,20,39,6,2,195.0,30.0,10.0
WG Jacks,Rashid Khan,22,40,5,1,181.8,22.7,4.55
WP Saha,Arshdeep Singh,27,42,6,1,155.6,22.2,3.7
WP Saha,DL Chahar,51,67,9,3,131.4,17.6,5.88
WP Saha,K Rabada,29,38,6,4,131.0,20.7,13.79
WP Saha,KK Ahmed,27,37,7,1,137.0,25.9,3.7
WP Saha,Mohammed Siraj,28,17,3,3,60.7,10.7,10.71
WP Saha,Mukesh Choudhary,21,26,5,0,123.8,23.8,0.0
WP Saha,RA Jadeja,22,27,3,2,122.7,13.6,9.09
WP Saha,Ravi Bishnoi,22,20,2,0,90.9,9.1,0.0
WP Saha,UT Yadav,22,22,4,1,100.0,18.2,4.55
YBK Jaiswal,AU Rashid,22,30,4,0,136.4,18.2,0.0
YBK Jaiswal,Arshdeep Singh,39,73,13,2,187.2,33.3,5.13
YBK Jaiswal,B Kumar,60,102,19,0,170.0,31.7,0.0
YBK Jaiswal,CV Varun,22,25,5,0,113.6,22.7,0.0
YBK Jaiswal,Harpreet Brar,30,32,2,2,106.7,6.7,6.67
YBK Jaiswal,JJ Bumrah,22,29,4,1,131.8,18.2,4.55
YBK Jaiswal,JR Hazlewood,38,93,18,4,244.7,47.4,10.53
YBK Jaiswal,K Rabada,20,23,3,2,115.0,15.0,10.0
YBK Jaiswal,KK Ahmed,38,65,14,2,171.1,36.8,5.26
YBK Jaiswal,M Jansen,31,61,11,1,196.8,35.5,3.23
YBK Jaiswal,M Prasidh Krishna,20,46,8,0,230.0,40.0,0.0
YBK Jaiswal,MJ Henry,20,32,4,0,160.0,20.0,0.0
YBK Jaiswal,MM Ali,23,21,1,2,91.3,4.3,8.7
YBK Jaiswal,MP Stoinis,20,26,3,2,130.0,15.0,10.0
YBK Jaiswal,Mohammed Shami,42,55,10,1,131.0,23.8,2.38
YBK Jaiswal,Mohammed Siraj,55,79,15,1,143.6,27.3,1.82
YBK Jaiswal,Mohsin Khan,20,31,6,1,155.0,30.0,5.0
YBK Jaiswal,PP Chawla,23,46,7,0,200.0,30.4,0.0
YBK Jaiswal,RD Chahar,23,37,4,1,160.9,17.4,4.35
YBK Jaiswal,Rashid Khan,27,28,3,1,103.7,11.1,3.7
YBK Jaiswal,SM Curran,30,45,9,1,150.0,30.0,3.33
YBK Jaiswal,SN Thakur,27,58,12,0,214.8,44.4,0.0
YBK Jaiswal,Sandeep Sharma,30,53,10,1,176.7,33.3,3.33
YBK Jaiswal,VG Arora,21,32,5,1,152.4,23.8,4.76
YBK Jaiswal,Yash Dayal,32,61,11,2,190.6,34.4,6.25
