season,bowler,wicket_category,count
2014,Sandeep Sharma,bowled_lbw,7
2014,Sandeep Sharma,caught,11
2014,Shakib Al Hasan,bowled_lbw,3
2014,Shakib Al Hasan,caught,8
2014,Shivam Sharma,bowled_lbw,1
2014,Shivam Sharma,caught,2
2014,UT Yadav,bowled_lbw,4
2014,UT Yadav,caught,7
2014,VR Aaron,bowled_lbw,1
2014,VR Aaron,caught,15
2014,VS Malik,caught,1
2014,WD Parnell,bowled_lbw,1
2014,WD Parnell,caught,5
2014,YS Chahal,bowled_lbw,1
2014,YS Chahal,caught,11
2014,Yuvraj Singh,bowled_lbw,2
2014,Yuvraj Singh,caught,3
2014,Z Khan,bowled_lbw,1
2014,Z Khan,caught,4
2015,A Ashish Reddy,bowled_lbw,2
2015,A Ashish Reddy,caught,1
2015,A Mishra,bowled_lbw,4
2015,A Mishra,caught,5
2015,A Nehra,bowled_lbw,6
2015,A Nehra,caught,16
2015,AD Mathews,bowled_lbw,1
2015,AD Mathews,caught,6
2015,AD Russell,bowled_lbw,2
2015,AD Russell,caught,12
2015,AN Ahmed,caught,1
2015,AR Patel,bowled_lbw,1
2015,AR Patel,caught,12
2015,Ankit Sharma,bowled_lbw,1
2015,Ankit Sharma,caught,2
2015,Anureet Singh,bowled_lbw,4
2015,Anureet Singh,caught,11
2015,B Kumar,bowled_lbw,9
2015,B Kumar,caught,9
2015,BE Hendricks,bowled_lbw,1
2015,BE Hendricks,caught,4
2015,Bipul Sharma,caught,3
2015,CH Morris,bowled_lbw,2
2015,CH Morris,caught,11
2015,CJ Anderson,caught,1
2015,D Wiese,bowled_lbw,2
2015,D Wiese,caught,14
2015,DJ Bravo,bowled_lbw,2
2015,DJ Bravo,caught,24
2015,DJ Hooda,caught,1
2015,DJ Muthuswami,bowled_lbw,1
2015,DJ Muthuswami,caught,3
2015,DR Smith,bowled_lbw,1
2015,DS Kulkarni,bowled_lbw,2
2015,DS Kulkarni,caught,11
2015,DW Steyn,bowled_lbw,2
2015,DW Steyn,caught,1
2015,GB Hogg,bowled_lbw,4
2015,GB Hogg,caught,5
2015,GJ Maxwell,caught,2
2015,GS Sandhu,caught,1
2015,Gurkeerat Singh,bowled_lbw,1
2015,Gurkeerat Singh,caught,2
2015,HH Pandya,caught,1
2015,HV Patel,bowled_lbw,4
2015,HV Patel,caught,13
2015,Harbhajan Singh,bowled_lbw,6
2015,Harbhajan Singh,caught,12
2015,I Sharma,caught,1
2015,IC Pandey,bowled_lbw,3
2015,IC Pandey,caught,8
2015,Imran Tahir,bowled_lbw,4
2015,Imran Tahir,caught,11
2015,Iqbal Abdulla,bowled_lbw,1
2015,Iqbal Abdulla,caught,3
2015,J Botha,caught,1
2015,J Suchith,bowled_lbw,2
2015,J Suchith,caught,8
2015,J Theron,caught,1
2015,J Yadav,caught,2
2015,JA Morkel,bowled_lbw,2
2015,JA Morkel,caught,1
2015,JJ Bumrah,caught,3
2015,JP Duminy,bowled_lbw,4
2015,JP Duminy,caught,4
2015,JP Faulkner,bowled_lbw,2
2015,JP Faulkner,caught,6
2015,KA Pollard,caught,3
2015,KC Cariappa,caught,1
2015,KV Sharma,bowled_lbw,1
2015,KV Sharma,caught,9
2015,Karanveer Singh,caught,1
2015,M Morkel,caught,10
2015,MA Starc,bowled_lbw,11
2015,MA Starc,caught,9
2015,MC Henriques,bowled_lbw,1
2015,MC Henriques,caught,10
2015,MG Johnson,bowled_lbw,2
2015,MG Johnson,caught,7
2015,MJ McClenaghan,caught,18
2015,MM Sharma,bowled_lbw,1
2015,MM Sharma,caught,13
2015,NLTC Perera,caught,1
2015,NM Coulter-Nile,bowled_lbw,2
2015,NM Coulter-Nile,caught,13
2015,P Kumar,bowled_lbw,1
2015,P Kumar,caught,6
2015,P Negi,caught,6
2015,PJ Cummins,caught,1
2015,PP Chawla,bowled_lbw,4
2015,PP Chawla,caught,7
2015,PV Tambe,bowled_lbw,4
2015,PV Tambe,caught,3
2015,Parvez Rasool,caught,1
2015,R Ashwin,bowled_lbw,1
2015,R Ashwin,caught,9
2015,R Dhawan,bowled_lbw,1
2015,R Tewatia,caught,1
2015,R Vinay Kumar,caught,7
2015,RA Jadeja,bowled_lbw,3
2015,RA Jadeja,caught,8
2015,RG More,caught,1
2015,RS Bopara,bowled_lbw,2
2015,RS Bopara,caught,4
2015,S Aravind,bowled_lbw,3
2015,S Aravind,caught,5
2015,S Gopal,caught,1
2015,SK Raina,caught,2
2015,SL Malinga,bowled_lbw,7
2015,SL Malinga,caught,17
2015,SN Thakur,caught,1
2015,SP Narine,bowled_lbw,4
2015,SP Narine,caught,3
2015,SR Watson,bowled_lbw,1
2015,SR Watson,caught,5
2015,STR Binny,bowled_lbw,2
2015,STR Binny,caught,2
2015,Sandeep Sharma,bowled_lbw,7
2015,Sandeep Sharma,caught,6
2015,Shakib Al Hasan,caught,4
2015,Shivam Sharma,bowled_lbw,1
2015,TA Boult,bowled_lbw,3
2015,TA Boult,caught,6
2015,TG Southee,bowled_lbw,1
2015,TG Southee,caught,5
2015,UT Yadav,bowled_lbw,3
2015,UT Yadav,caught,7
2015,VR Aaron,caught,3
2015,YK Pathan,bowled_lbw,2
2015,YS Chahal,bowled_lbw,5
2015,YS Chahal,caught,17
2015,Yuvraj Singh,bowled_lbw,1
2015,Z Khan,bowled_lbw,1
2015,Z Khan,caught,6
2016,A Ashish Reddy,bowled_lbw,1
2016,A Mishra,bowled_lbw,4
2016,A Mishra,caught,9
2016,A Nehra,bowled_lbw,1
2016,A Nehra,caught,8
2016,A Zampa,bowled_lbw,2
2016,A Zampa,caught,10
2016,AB Dinda,bowled_lbw,3
2016,AB Dinda,caught,8
2016,AD Russell,bowled_lbw,4
2016,AD Russell,caught,11
2016,AF Milne,caught,1
2016,AR Patel,bowled_lbw,6
2016,AR Patel,caught,6
2016,AR Patel,other,1
2016,AS Rajpoot,caught,3
2016,Ankit Sharma,bowled_lbw,1
2016,B Kumar,bowled_lbw,7
2016,B Kumar,caught,16
2016,BB Sran,bowled_lbw,2
2016,BB Sran,caught,12
2016,BCJ Cutting,bowled_lbw,2
2016,BCJ Cutting,caught,3
2016,Bipul Sharma,caught,3
2016,CH Gayle,caught,2
2016,CH Morris,bowled_lbw,8
2016,CH Morris,caught,5
2016,CJ Jordan,bowled_lbw,4
2016,CJ Jordan,caught,7
2016,CR Brathwaite,bowled_lbw,2
2016,CR Brathwaite,caught,5
2016,DJ Bravo,bowled_lbw,6
2016,DJ Bravo,caught,11
2016,DJ Hooda,caught,3
2016,DR Smith,bowled_lbw,1
2016,DR Smith,caught,7
2016,DS Kulkarni,bowled_lbw,3
2016,DS Kulkarni,caught,15
2016,GB Hogg,caught,4
2016,Gurkeerat Singh,caught,2
2016,HH Pandya,caught,3
2016,HV Patel,caught,1
2016,Harbhajan Singh,bowled_lbw,2
2016,Harbhajan Singh,caught,7
2016,I Sharma,bowled_lbw,2
2016,I Sharma,caught,1
2016,Imran Tahir,bowled_lbw,1
2016,Imran Tahir,caught,4
2016,Iqbal Abdulla,caught,6
2016,J Yadav,bowled_lbw,1
2016,J Yadav,caught,1
2016,JA Morkel,bowled_lbw,2
2016,JJ Bumrah,bowled_lbw,4
2016,JJ Bumrah,caught,11
2016,JO Holder,bowled_lbw,1
2016,JO Holder,caught,1
2016,JP Duminy,caught,2
2016,JP Faulkner,bowled_lbw,1
2016,JP Faulkner,caught,1
2016,JW Hastings,caught,2
2016,KC Cariappa,bowled_lbw,1
2016,KC Cariappa,caught,2
2016,KH Pandya,bowled_lbw,1
2016,KH Pandya,caught,5
2016,KJ Abbott,bowled_lbw,1
2016,KJ Abbott,caught,1
2016,KW Richardson,caught,7
2016,Kuldeep Yadav,bowled_lbw,1
2016,Kuldeep Yadav,caught,5
2016,M Ashwin,bowled_lbw,2
2016,M Ashwin,caught,5
2016,M Morkel,bowled_lbw,2
2016,M Morkel,caught,8
2016,MC Henriques,bowled_lbw,1
2016,MC Henriques,caught,11
2016,MG Johnson,caught,2
2016,MJ McClenaghan,bowled_lbw,4
2016,MJ McClenaghan,caught,12
2016,MJ McClenaghan,other,1
2016,MM Sharma,bowled_lbw,3
2016,MM Sharma,caught,10
2016,MP Stoinis,bowled_lbw,1
2016,MP Stoinis,caught,7
2016,MR Marsh,caught,4
2016,Mohammed Shami,bowled_lbw,2
2016,Mohammed Shami,caught,3
2016,Mustafizur Rahman,bowled_lbw,4
2016,Mustafizur Rahman,caught,13
2016,NLTC Perera,bowled_lbw,2
2016,NLTC Perera,caught,7
2016,NM Coulter-Nile,caught,2
2016,NM Coulter-Nile,other,1
2016,P Kumar,bowled_lbw,3
2016,P Kumar,caught,6
2016,P Negi,caught,1
2016,P Sahu,bowled_lbw,1
2016,P Sahu,caught,2
2016,PP Chawla,bowled_lbw,6
2016,PP Chawla,caught,5
2016,PV Tambe,bowled_lbw,1
2016,PV Tambe,caught,4
2016,Parvez Rasool,bowled_lbw,1
2016,R Ashwin,bowled_lbw,3
2016,R Ashwin,caught,6
2016,R Bhatia,bowled_lbw,3
2016,R Bhatia,caught,3
2016,R Dhawan,caught,2
2016,R Sathish,bowled_lbw,1
2016,R Vinay Kumar,bowled_lbw,2
2016,R Vinay Kumar,caught,1
2016,RA Jadeja,bowled_lbw,3
2016,RA Jadeja,caught,5
2016,RP Singh,bowled_lbw,1
2016,RP Singh,caught,2
2016,S Aravind,bowled_lbw,3
2016,S Aravind,caught,8
2016,S Kaushik,caught,6
2016,S Nadeem,caught,2
2016,SB Jakati,caught,1
2016,SM Boland,caught,2
2016,SP Narine,bowled_lbw,6
2016,SP Narine,caught,5
2016,SR Watson,bowled_lbw,3
2016,SR Watson,caught,17
2016,STR Binny,caught,1
2016,Sachin Baby,caught,2
2016,Sandeep Sharma,bowled_lbw,2
2016,Sandeep Sharma,caught,13
2016,Shakib Al Hasan,bowled_lbw,2
2016,Shakib Al Hasan,caught,3
2016,T Shamsi,caught,3
2016,TA Boult,bowled_lbw,1
2016,TG Southee,bowled_lbw,3
2016,TG Southee,caught,6
2016,UT Yadav,bowled_lbw,5
2016,UT Yadav,caught,5
2016,VR Aaron,caught,2
2016,YK Pathan,caught,1
2016,YS Chahal,bowled_lbw,4
2016,YS Chahal,caught,16
2016,Z Khan,bowled_lbw,2
2016,Z Khan,caught,8
2017,A Choudhary,caught,5
2017,A Mishra,caught,10
2017,A Nehra,bowled_lbw,2
2017,A Nehra,caught,6
2017,A Zampa,bowled_lbw,1
2017,A Zampa,caught,6
2017,AB Dinda,caught,1
2017,AF Milne,bowled_lbw,1
2017,AF Milne,caught,2
2017,AJ Tye,bowled_lbw,2
2017,AJ Tye,caught,10
2017,AR Patel,bowled_lbw,5
2017,AR Patel,caught,10
2017,AS Rajpoot,bowled_lbw,2
2017,AS Rajpoot,caught,2
2017,Ankit Soni,bowled_lbw,1
2017,Ankit Soni,caught,1
2017,Avesh Khan,caught,1
2017,B Kumar,bowled_lbw,8
2017,B Kumar,caught,18
2017,B Stanlake,bowled_lbw,1
2017,B Stanlake,caught,1
2017,BA Stokes,bowled_lbw,5
2017,BA Stokes,caught,7
2017,BCJ Cutting,caught,1
2017,Basil Thampi,bowled_lbw,6
2017,Basil Thampi,caught,5
2017,Bipul Sharma,caught,3
2017,C de Grandhomme,bowled_lbw,1
2017,C de Grandhomme,caught,3
2017,CH Morris,bowled_lbw,5
2017,CH Morris,caught,7
2017,CJ Anderson,bowled_lbw,1
2017,CJ Anderson,caught,2
2017,CJ Jordan,caught,1
2017,CR Brathwaite,caught,1
2017,CR Woakes,bowled_lbw,5
2017,CR Woakes,caught,12
2017,DJ Hooda,caught,2
2017,DL Chahar,caught,1
2017,DR Smith,caught,2
2017,DS Kulkarni,caught,3
2017,DT Christian,bowled_lbw,2
2017,DT Christian,caught,9
2017,GJ Maxwell,bowled_lbw,4
2017,GJ Maxwell,caught,3
2017,HH Pandya,bowled_lbw,3
2017,HH Pandya,caught,3
2017,HV Patel,bowled_lbw,2
2017,HV Patel,caught,1
2017,Harbhajan Singh,bowled_lbw,1
2017,Harbhajan Singh,caught,7
2017,Imran Tahir,bowled_lbw,10
2017,Imran Tahir,caught,8
2017,Iqbal Abdulla,bowled_lbw,1
2017,Iqbal Abdulla,caught,1
2017,JD Unadkat,bowled_lbw,5
2017,JD Unadkat,caught,19
2017,JJ Bumrah,bowled_lbw,11
2017,JJ Bumrah,caught,9
2017,JP Faulkner,caught,6
2017,K Rabada,bowled_lbw,3
2017,K Rabada,caught,3
2017,KC Cariappa,bowled_lbw,1
2017,KC Cariappa,caught,3
2017,KH Pandya,bowled_lbw,1
2017,KH Pandya,caught,8
2017,KV Sharma,bowled_lbw,2
2017,KV Sharma,caught,11
2017,Kuldeep Yadav,bowled_lbw,2
2017,Kuldeep Yadav,caught,9
2017,LH Ferguson,caught,3
2017,MC Henriques,caught,1
2017,MG Johnson,bowled_lbw,1
2017,MG Johnson,caught,6
2017,MJ Henry,caught,1
2017,MJ McClenaghan,bowled_lbw,6
2017,MJ McClenaghan,caught,13
2017,MM Patel,caught,1
2017,MM Sharma,bowled_lbw,2
2017,MM Sharma,caught,11
2017,MP Stoinis,caught,2
2017,Mohammad Nabi,bowled_lbw,2
2017,Mohammed Shami,bowled_lbw,3
2017,Mohammed Shami,caught,2
2017,Mohammed Siraj,bowled_lbw,3
2017,Mohammed Siraj,caught,7
2017,NB Singh,caught,1
2017,NM Coulter-Nile,bowled_lbw,3
2017,NM Coulter-Nile,caught,12
2017,P Kumar,caught,6
2017,P Negi,bowled_lbw,3
2017,P Negi,caught,13
2017,PJ Cummins,bowled_lbw,5
2017,PJ Cummins,caught,10
2017,PJ Sangwan,bowled_lbw,2
2017,PJ Sangwan,caught,3
2017,PP Chawla,bowled_lbw,5
2017,PP Chawla,caught,1
2017,R Bhatia,caught,2
2017,R Tewatia,caught,3
2017,R Vinay Kumar,caught,2
2017,RA Jadeja,bowled_lbw,3
2017,RA Jadeja,caught,2
2017,RD Chahar,caught,2
2017,Rashid Khan,bowled_lbw,12
2017,Rashid Khan,caught,5
2017,S Aravind,bowled_lbw,2
2017,S Aravind,caught,3
2017,S Badree,bowled_lbw,4
2017,S Badree,caught,5
2017,S Kaul,bowled_lbw,4
2017,S Kaul,caught,12
2017,S Nadeem,bowled_lbw,2
2017,S Nadeem,caught,4
2017,SK Raina,caught,1
2017,SL Malinga,bowled_lbw,4
2017,SL Malinga,caught,7
2017,SN Thakur,bowled_lbw,1
2017,SN Thakur,caught,10
2017,SP Narine,bowled_lbw,6
2017,SP Narine,caught,4
2017,SR Watson,bowled_lbw,3
2017,SR Watson,caught,2
2017,SS Agarwal,caught,1
2017,STR Binny,caught,4
2017,Sandeep Sharma,bowled_lbw,4
2017,Sandeep Sharma,caught,13
2017,Swapnil Singh,caught,1
2017,T Natarajan,caught,2
2017,TA Boult,caught,5
2017,TG Southee,caught,3
2017,TM Head,caught,2
2017,TS Mills,bowled_lbw,3
2017,TS Mills,caught,2
2017,UT Yadav,bowled_lbw,3
2017,UT Yadav,caught,14
2017,VR Aaron,bowled_lbw,2
2017,VR Aaron,caught,5
2017,Washington Sundar,bowled_lbw,2
2017,Washington Sundar,caught,5
2017,Washington Sundar,other,1
2017,YK Pathan,caught,1
2017,YS Chahal,bowled_lbw,2
2017,YS Chahal,caught,11
2017,Yuvraj Singh,caught,1
2017,Z Khan,bowled_lbw,1
2017,Z Khan,caught,9
2018,A Mishra,bowled_lbw,3
2018,A Mishra,caught,9
2018,AD Russell,bowled_lbw,1
2018,AD Russell,caught,12
2018,AJ Tye,bowled_lbw,3
2018,AJ Tye,caught,21
2018,AR Patel,caught,3
2018,AS Rajpoot,bowled_lbw,3
2018,AS Rajpoot,caught,8
2018,Anureet Singh,bowled_lbw,1
2018,Avesh Khan,bowled_lbw,1
2018,Avesh Khan,caught,3
2018,B Kumar,bowled_lbw,1
2018,B Kumar,caught,8
2018,B Laughlin,bowled_lbw,1
2018,B Laughlin,caught,8
2018,B Stanlake,caught,5
2018,BA Stokes,bowled_lbw,1
2018,BA Stokes,caught,7
2018,BB Sran,caught,4
2018,BCJ Cutting,caught,2
2018,Basil Thampi,bowled_lbw,1
2018,Basil Thampi,caught,4
2018,C de Grandhomme,caught,2
2018,CH Morris,caught,3
2018,CJ Anderson,caught,3
2018,CR Brathwaite,caught,5
2018,CR Woakes,caught,8
2018,DJ Bravo,bowled_lbw,1
2018,DJ Bravo,caught,13
2018,DJ Willey,caught,2
2018,DJM Short,caught,1
2018,DL Chahar,bowled_lbw,3
2018,DL Chahar,caught,7
2018,DS Kulkarni,bowled_lbw,1
2018,DS Kulkarni,caught,3
2018,DT Christian,bowled_lbw,2
2018,DT Christian,caught,2
2018,GJ Maxwell,bowled_lbw,2
2018,GJ Maxwell,caught,3
2018,HH Pandya,bowled_lbw,1
2018,HH Pandya,caught,17
2018,HV Patel,bowled_lbw,1
2018,HV Patel,caught,6
2018,Harbhajan Singh,bowled_lbw,2
2018,Harbhajan Singh,caught,5
2018,IS Sodhi,bowled_lbw,1
2018,IS Sodhi,caught,4
2018,Imran Tahir,bowled_lbw,1
2018,Imran Tahir,caught,5
2018,JC Archer,bowled_lbw,5
2018,JC Archer,caught,10
2018,JD Unadkat,caught,11
2018,JJ Bumrah,bowled_lbw,2
2018,JJ Bumrah,caught,15
2018,JPR Scantlebury-Searles,caught,2
2018,K Gowtham,bowled_lbw,4
2018,K Gowtham,caught,6
2018,K Khejroliya,bowled_lbw,2
2018,KH Pandya,bowled_lbw,1
2018,KH Pandya,caught,10
2018,KM Asif,caught,3
2018,KV Sharma,bowled_lbw,1
2018,KV Sharma,caught,3
2018,Kuldeep Yadav,bowled_lbw,3
2018,Kuldeep Yadav,caught,14
2018,L Ngidi,bowled_lbw,2
2018,L Ngidi,caught,9
2018,LE Plunkett,bowled_lbw,1
2018,LE Plunkett,caught,3
2018,M Ashwin,caught,3
2018,M Markande,bowled_lbw,7
2018,M Markande,caught,8
2018,M Prasidh Krishna,bowled_lbw,3
2018,M Prasidh Krishna,caught,7
2018,MG Johnson,caught,2
2018,MJ McClenaghan,bowled_lbw,2
2018,MJ McClenaghan,caught,12
2018,MM Ali,caught,3
2018,MM Sharma,bowled_lbw,3
2018,MM Sharma,caught,4
2018,MP Stoinis,caught,3
2018,Mohammad Nabi,caught,1
2018,Mohammed Shami,bowled_lbw,1
2018,Mohammed Shami,caught,2
2018,Mohammed Siraj,bowled_lbw,2
2018,Mohammed Siraj,caught,9
2018,Mujeeb Ur Rahman,bowled_lbw,5
2018,Mujeeb Ur Rahman,caught,9
2018,Mustafizur Rahman,caught,7
2018,N Rana,bowled_lbw,2
2018,N Rana,caught,2
2018,P Negi,caught,1
2018,PP Chawla,bowled_lbw,3
2018,PP Chawla,caught,10
2018,R Ashwin,bowled_lbw,4
2018,R Ashwin,caught,6
2018,R Tewatia,bowled_lbw,1
2018,R Tewatia,caught,5
2018,R Vinay Kumar,caught,2
2018,RA Jadeja,bowled_lbw,5
2018,RA Jadeja,caught,6
2018,Rashid Khan,bowled_lbw,12
2018,Rashid Khan,caught,9
2018,S Gopal,caught,11
2018,S Kaul,bowled_lbw,6
2018,S Kaul,caught,15
2018,S Lamichhane,bowled_lbw,1
2018,S Lamichhane,caught,4
2018,S Nadeem,bowled_lbw,1
2018,S Nadeem,caught,2
2018,SN Thakur,bowled_lbw,1
2018,SN Thakur,caught,15
2018,SP Narine,bowled_lbw,7
2018,SP Narine,caught,10
2018,SR Watson,bowled_lbw,1
2018,SR Watson,caught,5
2018,Sandeep Sharma,bowled_lbw,4
2018,Sandeep Sharma,caught,8
2018,Shakib Al Hasan,bowled_lbw,2
2018,Shakib Al Hasan,caught,12
2018,Shivam Mavi,bowled_lbw,2
2018,Shivam Mavi,caught,3
2018,TA Boult,bowled_lbw,5
2018,TA Boult,caught,13
2018,TG Southee,bowled_lbw,3
2018,TG Southee,caught,2
2018,TK Curran,bowled_lbw,1
2018,TK Curran,caught,5
2018,UT Yadav,bowled_lbw,8
2018,UT Yadav,caught,12
2018,V Shankar,caught,1
2018,Washington Sundar,bowled_lbw,1
2018,Washington Sundar,caught,3
2018,YK Pathan,bowled_lbw,1
2018,YS Chahal,bowled_lbw,6
2018,YS Chahal,caught,6
2019,A Mishra,bowled_lbw,1
2019,A Mishra,caught,9
2019,AD Russell,bowled_lbw,2
2019,AD Russell,caught,8
2019,AD Russell,other,1
2019,AJ Tye,caught,3
2019,AR Patel,bowled_lbw,2
2019,AR Patel,caught,8
2019,AS Joseph,bowled_lbw,3
2019,AS Joseph,caught,3
2019,AS Rajpoot,caught,3
2019,AS Roy,caught,1
2019,Abhishek Sharma,caught,1
2019,Arshdeep Singh,bowled_lbw,1
2019,Arshdeep Singh,caught,2
2019,B Kumar,bowled_lbw,2
2019,B Kumar,caught,11
2019,BA Stokes,bowled_lbw,1
2019,BA Stokes,caught,5
2019,BCJ Cutting,caught,1
2019,CH Morris,bowled_lbw,5
2019,CH Morris,caught,8
2019,CV Varun,caught,1
2019,DJ Bravo,bowled_lbw,1
2019,DJ Bravo,caught,10
2019,DL Chahar,bowled_lbw,7
2019,DL Chahar,caught,15
2019,DS Kulkarni,bowled_lbw,2
2019,DS Kulkarni,caught,4
2019,DW Steyn,bowled_lbw,1
2019,DW Steyn,caught,3
2019,GC Viljoen,bowled_lbw,2
2019,GC Viljoen,caught,5
2019,HF Gurney,bowled_lbw,2
2019,HF Gurney,caught,5
2019,HH Pandya,bowled_lbw,1
2019,HH Pandya,caught,13
2019,HV Patel,bowled_lbw,1
2019,HV Patel,caught,1
2019,Harbhajan Singh,bowled_lbw,1
2019,Harbhajan Singh,caught,15
2019,I Sharma,bowled_lbw,3
2019,I Sharma,caught,10
2019,IS Sodhi,bowled_lbw,1
2019,IS Sodhi,caught,3
2019,Imran Tahir,bowled_lbw,3
2019,Imran Tahir,caught,23
2019,J Suchith,caught,2
2019,J Yadav,caught,1
2019,JC Archer,bowled_lbw,2
2019,JC Archer,caught,9
2019,JD Unadkat,bowled_lbw,2
2019,JD Unadkat,caught,8
2019,JJ Bumrah,bowled_lbw,5
2019,JJ Bumrah,caught,14
2019,JP Behrendorff,caught,5
2019,K Gowtham,caught,1
2019,K Khejroliya,caught,1
2019,K Rabada,bowled_lbw,3
2019,K Rabada,caught,22
2019,KH Pandya,bowled_lbw,5
2019,KH Pandya,caught,7
2019,KK Ahmed,bowled_lbw,1
2019,KK Ahmed,caught,18
2019,KMA Paul,caught,9
2019,KV Sharma,caught,1
2019,Kuldeep Yadav,caught,4
2019,LH Ferguson,caught,2
2019,M Ashwin,bowled_lbw,1
2019,M Ashwin,caught,4
2019,M Markande,bowled_lbw,1
2019,M Prasidh Krishna,bowled_lbw,1
2019,M Prasidh Krishna,caught,3
2019,MJ McClenaghan,caught,3
2019,MJ Santner,caught,4
2019,MM Ali,bowled_lbw,4
2019,MM Ali,caught,2
2019,MM Sharma,caught,1
2019,MP Stoinis,caught,2
2019,Mohammad Nabi,bowled_lbw,1
2019,Mohammad Nabi,caught,7
2019,Mohammed Shami,bowled_lbw,7
2019,Mohammed Shami,caught,12
2019,Mohammed Siraj,bowled_lbw,2
2019,Mohammed Siraj,caught,5
2019,Mujeeb Ur Rahman,caught,3
2019,N Rana,bowled_lbw,1
2019,N Rana,caught,2
2019,Navdeep Saini,caught,11
2019,O Thomas,caught,5
2019,P Negi,bowled_lbw,1
2019,P Negi,caught,2
2019,PP Chawla,bowled_lbw,4
2019,PP Chawla,caught,6
2019,R Ashwin,bowled_lbw,5
2019,R Ashwin,caught,10
2019,R Parag,caught,2
2019,R Tewatia,bowled_lbw,1
2019,R Tewatia,caught,1
2019,RA Jadeja,bowled_lbw,4
2019,RA Jadeja,caught,11
2019,RD Chahar,bowled_lbw,4
2019,RD Chahar,caught,9
2019,Rashid Khan,bowled_lbw,8
2019,Rashid Khan,caught,9
2019,S Gopal,bowled_lbw,3
2019,S Gopal,caught,17
2019,S Kaul,bowled_lbw,1
2019,S Kaul,caught,5
2019,S Lamichhane,bowled_lbw,2
2019,S Lamichhane,caught,6
2019,S Nadeem,bowled_lbw,1
2019,S Nadeem,caught,1
2019,S Sandeep Warrier,caught,2
2019,SC Kuggeleijn,caught,2
2019,SE Rutherford,caught,1
2019,SL Malinga,bowled_lbw,1
2019,SL Malinga,caught,15
2019,SM Curran,bowled_lbw,4
2019,SM Curran,caught,6
2019,SN Thakur,caught,8
2019,SP Narine,bowled_lbw,4
2019,SP Narine,caught,6
2019,STR Binny,caught,1
2019,Sandeep Sharma,bowled_lbw,3
2019,Sandeep Sharma,caught,9
2019,Shakib Al Hasan,caught,2
2019,TA Boult,caught,5
2019,TG Southee,caught,1
2019,UT Yadav,caught,8
2019,V Shankar,caught,1
2019,VR Aaron,bowled_lbw,2
2019,VR Aaron,caught,2
2019,Washington Sundar,caught,4
2019,Y Prithvi Raj,bowled_lbw,1
2019,YS Chahal,bowled_lbw,6
2019,YS Chahal,caught,12
2020,A Mishra,caught,3
2020,A Nortje,bowled_lbw,9
2020,A Nortje,caught,13
2020,A Zampa,caught,2
2020,AD Russell,bowled_lbw,1
2020,AD Russell,caught,4
2020,AD Russell,other,1
2020,AJ Tye,caught,1
2020,AR Patel,bowled_lbw,1
2020,AR Patel,caught,8
2020,AS Rajpoot,caught,2
2020,Abdul Samad,caught,1
2020,Abhishek Sharma,bowled_lbw,1
2020,Abhishek Sharma,caught,1
2020,Arshdeep Singh,bowled_lbw,1
2020,Arshdeep Singh,caught,8
2020,B Kumar,bowled_lbw,1
2020,B Kumar,caught,2
2020,BA Stokes,caught,2
2020,Basil Thampi,caught,1
2020,CH Morris,bowled_lbw,2
2020,CH Morris,caught,9
2020,CJ Jordan,bowled_lbw,2
2020,CJ Jordan,caught,7
2020,CV Varun,bowled_lbw,6
2020,CV Varun,caught,11
2020,DJ Bravo,caught,6
2020,DL Chahar,bowled_lbw,5
2020,DL Chahar,caught,7
2020,DW Steyn,caught,1
2020,GJ Maxwell,bowled_lbw,1
2020,GJ Maxwell,caught,2
2020,HV Patel,caught,3
2020,I Udana,bowled_lbw,2
2020,I Udana,caught,6
2020,Imran Tahir,bowled_lbw,1
2020,J Yadav,bowled_lbw,1
2020,JC Archer,bowled_lbw,6
2020,JC Archer,caught,14
2020,JD Unadkat,bowled_lbw,1
2020,JD Unadkat,caught,3
2020,JDS Neesham,caught,2
2020,JJ Bumrah,bowled_lbw,10
2020,JJ Bumrah,caught,17
2020,JL Pattinson,bowled_lbw,3
2020,JL Pattinson,caught,8
2020,JO Holder,bowled_lbw,2
2020,JO Holder,caught,12
2020,JR Hazlewood,caught,1
2020,K Gowtham,caught,1
2020,K Rabada,bowled_lbw,4
2020,K Rabada,caught,26
2020,KA Pollard,caught,4
2020,KH Pandya,bowled_lbw,3
2020,KH Pandya,caught,3
2020,KK Ahmed,bowled_lbw,3
2020,KK Ahmed,caught,5
2020,KL Nagarkoti,caught,5
2020,KV Sharma,bowled_lbw,1
2020,KV Sharma,caught,4
2020,Kartik Tyagi,caught,9
2020,Kuldeep Yadav,caught,1
2020,L Ngidi,bowled_lbw,2
2020,L Ngidi,caught,7
2020,LH Ferguson,bowled_lbw,2
2020,LH Ferguson,caught,4
2020,M Ashwin,bowled_lbw,6
2020,M Ashwin,caught,4
2020,M Prasidh Krishna,bowled_lbw,2
2020,M Prasidh Krishna,caught,2
2020,MJ Santner,caught,2
2020,MM Ali,caught,1
2020,MM Sharma,bowled_lbw,1
2020,MP Stoinis,bowled_lbw,3
2020,MP Stoinis,caught,10
2020,Mohammed Shami,bowled_lbw,3
2020,Mohammed Shami,caught,17
2020,Mohammed Siraj,bowled_lbw,3
2020,Mohammed Siraj,caught,8
2020,NM Coulter-Nile,caught,5
2020,Navdeep Saini,bowled_lbw,3
